hysteria	Pain
loneliness	Pain
sting	Pain
thoughtless	Pain
whimper	Pain
ill	Pain
weary	Pain
malicious	Pain
melancholy	Pain
mortify	Pain
tire	Pain
conflict	Pain
grievance	Pain
discourage	Pain
upset	Pain
anguish	Pain
sad	Pain
afraid	Pain
lament	Pain
unbearable	Pain
disgust	Pain
hung	Pain
desperate	Pain
unhappy	Pain
fed	Pain
grieve	Pain
rue	Pain
lonely	Pain
scared	Pain
dishonor	Pain
wince	Pain
lonesome	Pain
fearsome	Pain
humiliation	Pain
agonize	Pain
dizzy	Pain
panic	Pain
remorse	Pain
unwilling	Pain
frantic	Pain
disillusion	Pain
frustration	Pain
depression	Pain
frighten	Pain
bloodshed	Pain
shameful	Feel
wallow	Pain
horror	Pain
concern	Pain
disappointment	Pain
disconcerted	Pain
distrustful	Pain
soreness	Pain
trouble	Pain
sorrowful	Pain
anxiety	Pain
irritable	Pain
preference	Arousal
exuberance	Feel
unmoved	Feel
voluntary	Feel
superstitious	Feel
yearn	Feel
resolute	Feel
antipathy	Feel
vigilant	Feel
earnestness	Feel
eagerness	Feel
unfeeling	Feel
fervent	Feel
involuntary	Feel
aloof	Feel
crave	Feel
optimism	Arousal
qualm	Feel
willful	Feel
esteem	Feel
entrust	Feel
positiveness	Arousal
repress	Feel
vehement	Feel
obstinate	Feel
selfishness	Feel
vigilance	Feel
rigid	Feel
giddy	Feel
apathetic	Feel
prejudicial	Feel
optional	Feel
resolved	Feel
gratitude	Feel
cranky	Feel
exuberant	Feel
apathy	Feel
covet	Feel
fiery	Feel
superstition	Feel
outcry	Feel
opinionated	Feel
fervor	Feel
objection	Feel
preoccupy	Arousal
inspirational	Arousal
confound	Arousal
amaze	Arousal
mind	Arousal
passionate	Arousal
impartial	Arousal
abhor	Arousal
homage	Arousal
modesty	Arousal
disposition	Arousal
question	Arousal
distrust	Arousal
like	Arousal
astonish	Arousal
fond	Arousal
involvement	Arousal
serene	Arousal
inspiration	Arousal
suspense	Arousal
true	Arousal
belligerent	Arousal
impartiality	Arousal
temper	Arousal
mood	Arousal
bite	Arousal
favor	Arousal
passion	Arousal
ready	Arousal
trust	Arousal
aversion	Arousal
angry	Arousal
shy	Arousal
heart	Arousal
insistent	Arousal
try	Arousal
meditation	Arousal
anticipate	Arousal
swoon	Arousal
overwhelm	Arousal
alert	Arousal
challenge	Arousal
furious	Arousal
sense	Arousal
quandary	Arousal
respect	Arousal
sensitivity	Arousal
hatred	Arousal
dispose	Arousal
peaceable	Arousal
heat	Arousal
morale	Arousal
touch	Arousal
bristle	Arousal
care	Arousal
placid	Arousal
pamper	Arousal
watch	Arousal
anticipation	Arousal
sympathize	Arousal
indifference	Arousal
suspicion	Arousal
acrimony	Arousal
emotional	Arousal
emotion	Arousal
spite	Arousal
appreciate	Arousal
mad	Arousal
serious	Arousal
devotion	Relig
appetite	Arousal
seriousness	Arousal
antagonize	Arousal
reluctant	Arousal
genial	Arousal
sentimental	Arousal
notoriety	Arousal
berserk	Arousal
impatience	Arousal
responsive	Arousal
annoyance	Arousal
suit	Arousal
pity	Arousal
understand	Arousal
intimate	Arousal
sympathy	Arousal
will	Arousal
unexpected	Arousal
acrimonious	Arousal
beloved	Arousal
bashful	Arousal
restless	Arousal
restraint	Arousal
regard	Arousal
awe	Arousal
feel	Arousal
suspicious	Arousal
adamant	Arousal
sentiment	Arousal
impulse	Arousal
sympathetic	Arousal
anger	Arousal
wide	Arousal
antagonistic	Arousal
readiness	Arousal
motivate	Arousal
sensitive	Arousal
move	Arousal
surprise	Arousal
puzzlement	Arousal
dislike	Arousal
zest	Arousal
determination	Arousal
affectionate	Arousal
cross	Relig
expectation	Arousal
preoccupation	Arousal
mellow	Arousal
prejudice	Arousal
antagonism	Arousal
affection	Arousal
hate	Arousal
attitude	Arousal
spend	Arousal
wonder	Arousal
passive	Arousal
rage	Arousal
assertion	Arousal
villager	Polit@
regime	Polit@
jurisdiction	Polit@
congressmen	Polit@
representative	Polit@
security	Polit@
nominate	Polit@
secede	Polit@
tyranny	Polit@
crusader	Polit@
allied	Polit@
congress	Polit@
national	Polit@
socialist	Polit@
treason	Polit@
treatise	Polit@
underworld	Polit@
convention	Polit@
campaigner	Polit@
commonwealth	Polit@
federation	Polit@
banishment	Polit@
ambassador	Polit@
equality	Polit@
colonial	Polit@
emancipation	Polit@
voter	Polit@
cabinet	Polit@
body	Polit@
democracy	Polit@
radical	Polit@
politician	Polit@
reform	Polit@
refugee	Polit@
colony	Polit@
statesman	Polit@
government	Polit@
queen	Polit@
capital	Polit@
alliance	Polit@
tactics	Polit@
vice	Polit@
humanitarian	Polit@
unimpeachable	Polit@
feudal	Polit@
legion	Polit@
revolt	Polit@
conspiracy	Polit@
communism	Polit@
dictatorship	Polit@
establishment	Polit@
freedom	Polit@
reds	Polit@
rebellious	Polit@
state	Polit@
utopia	Polit@
tariff	Polit@
partisan	Polit@
reactionary	Polit@
patriot	Polit@
senate	Polit@
legislative	Polit@
municipal	Polit@
entanglement	Polit@
loyal	Polit@
minister	Relig
siege	Polit@
secession	Polit@
ideological	Polit@
flag	Polit@
municipality	Polit@
utopian	Polit@
ballot	Polit@
minutemen	Polit@
armistice	Polit@
republican	Polit@
ministry	Polit@
legislator	Polit@
primary	Polit@
ruler	Polit@
union	Polit@
ship	Polit@
society	Polit@
revolution	Polit@
governor	Polit@
sovereign	Polit@
statesmen	Polit@
left	Polit@
precinct	Polit@
conference	Polit@
labor	Polit@
constitutional	Polit@
country	Polit@
prince	Polit@
victory	Polit@
delegate	Polit@
political	Polit@
tribal	Polit@
demonstration	Polit@
spokesman	Polit@
empire	Polit@
warlike	Polit@
corps	Polit@
amendment	Polit@
dictate	Polit@
county	Polit@
elite	Polit@
house	Polit@
league	Polit@
deal	Polit@
senator	Polit@
politics	Polit@
nation	Polit@
tory	Polit@
emperor	Polit@
crusade	Polit@
kingdom	Polit@
autocratic	Polit@
constitution	Polit@
capitalism	Polit@
presidential	Polit@
palace	Polit@
entangle	Polit@
interstate	Polit@
suffrage	Polit@
banish	Polit@
iron	Polit@
usurp	Polit@
rally	Polit@
dictator	Polit@
propaganda	Polit@
road	Polit@
commissioner	Polit@
chancellor	Polit@
platform	Polit@
party	Polit@
administration	Polit@
petition	Polit@
republic	Polit@
king	Polit@
diplomacy	Polit@
frontier	Polit@
coalition	Polit@
council	Polit@
confederate	Polit@
enslave	Polit@
elect	Polit@
settlement	Polit@
might	Polit@
patriotic	Polit@
war	Polit@
white	Polit@
table	Polit@
metropolis	Polit@
anarchist	Polit@
anarchy	Polit@
independence	Polit@
invade	Polit@
royal	Polit@
sovereignty	Polit@
powerful	Polit@
parliament	Polit@
mayor	Polit@
courtly	Polit@
welfare	Polit@
confederation	Polit@
international	Polit@
embassy	Polit@
federal	Polit@
rule	Polit@
imperialist	Polit@
dictatorial	Polit@
governmental	Polit@
junta	Polit@
pledge	Polit@
autocrat	Polit@
ideology	Polit@
communist	Polit@
adversary	Polit@
secretary	Polit@
tribe	Polit@
treaty	Polit@
ally	Polit@
congressman	Polit@
reinstate	Polit@
civil	Polit@
diplomatic	Polit@
discharge	Polit@
royalty	Polit@
democratic	Polit@
court	Polit@
candidate	Polit@
social	Polit@
treasonous	Polit@
common	Polit@
border	Polit@
election	Polit@
democrat	Polit@
govern	Polit@
metropolitan	Polit@
citizen	Polit@
tactic	Polit@
presidency	Polit@
census	Polit@
vote	Polit@
lord	Polit@
liberalism	Polit@
poll	Polit@
liberation	Polit@
socialism	Polit@
crown	Polit@
revolutionary	Polit@
province	Polit@
delegation	Polit@
liberal	Polit@
nomination	Polit@
conservatism	Polit@
combat	Polit@
conservative	Polit@
power	Polit@
capitol	Polit@
exchange	Polit@
imperial	Polit@
legislation	Polit@
cold	Polit@
minority	Polit@
surrender	Polit@
congressional	Polit@
bill	Polit@
president	Polit@
independent	Polit@
liberty	Polit@
loyalty	Polit@
run	Polit@
draft	Polit@
campaign	Polit@
debate	Polit@
ecumenical	Relig
witch	Relig
divinity	Relig
oasis	Relig
missionary	Relig
angel	Relig
clergyman	Relig
theology	Relig
holy	Relig
saint	Relig
convert	Relig
metaphysics	Relig
eternal	Relig
cathedral	Relig
piety	Relig
parish	Relig
hymn	Relig
religious	Relig
heavenly	Relig
biblical	Relig
sermon	Relig
pastor	Relig
supernatural	Relig
congregational	Relig
orthodox	Relig
testament	Relig
worship	Relig
solemn	Relig
crucifix	Relig
seminary	Relig
preach	Relig
christian	Relig
miraculous	Relig
miracle	Relig
pope	Relig
preacher	Relig
soul	Relig
stoicism	Relig
salvation	Relig
sin	Relig
theological	Relig
congregation	Relig
religion	Relig
goddess	Relig
service	Relig
believer	Relig
evangelism	Relig
catholic	Relig
grace	Relig
magical	Relig
spiritual	Relig
communion	Relig
devil	Relig
faith	Relig
paradise	Relig
christ	Relig
heaven	Relig
christianity	Relig
prayer	Relig
sacred	Relig
pious	Relig
priest	Relig
rector	Relig
ghost	Relig
magic	Relig
seeker	Relig
christmas	Relig
angelic	Relig
metaphysical	Relig
gospel	Relig
bible	Relig
cult	Relig
faithful	Relig
providence	Relig
pilgrimage	Relig
bless	Relig
myth	Relig
grave	Relig
reverend	Relig
chapel	Relig
fate	Relig
easter	Relig
church	Relig
zen	Relig
denominational	Relig
pray	Relig
divine	Relig
god	Relig
bishop	Relig
hell	Relig
